[Header]\r\n2013-09-17 08:17:28,592 [10] INFO  ThemeSim.ThemeSim TestForm loading...
2013-09-17 08:54:28,517 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 08:54:28,517 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 08:54:28,518 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 08:54:28,519 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 08:54:28,519 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 08:54:28,528 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 08:54:28,529 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 08:54:28,530 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 08:54:28,536 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:54:28,538 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:54:28,540 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:54:28,541 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:54:28,544 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:54:28,547 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:54:28,554 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:54:28,555 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 08:54:28,556 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'BetteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
[Footer]\r\n[Header]\r\n2013-09-17 08:55:48,962 [10] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 08:55:49,294 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 08:55:49,295 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 08:55:49,295 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 08:55:49,295 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 08:55:49,296 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 08:55:49,296 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 08:55:49,296 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 08:55:49,296 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 08:55:49,297 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 08:55:49,297 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 08:55:49,305 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 08:55:49,306 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 08:55:49,307 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 08:55:49,314 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:55:49,315 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:55:49,317 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:55:49,319 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:55:49,322 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:55:49,324 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:55:49,332 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 08:55:49,333 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 08:55:49,333 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'BetteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 08:55:49,434 [10] INFO  Script 成功加载脚本.
[Footer]\r\n[Header]\r\n2013-09-17 09:18:42,243 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 09:18:42,564 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:18:42,565 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:18:42,565 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:18:42,565 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:18:42,565 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:18:42,566 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:18:42,566 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:18:42,566 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:18:42,568 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:18:42,569 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:18:42,578 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 09:18:42,578 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 09:18:42,579 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 09:18:42,586 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:18:42,588 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:18:42,589 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:18:42,591 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:18:42,594 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:18:42,597 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:18:42,604 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:18:42,605 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 09:18:42,606 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BetteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
[Header]\r\n2013-09-17 09:19:15,016 [10] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 09:19:15,270 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:19:15,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:19:15,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:19:15,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:19:15,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:19:15,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:19:15,271 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:19:15,272 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:19:15,272 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:19:15,273 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:19:15,281 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 09:19:15,282 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 09:19:15,283 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 09:19:15,290 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:15,292 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:15,294 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:15,295 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:15,298 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:15,300 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:15,308 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:15,310 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 09:19:15,310 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'BetteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
[Header]\r\n2013-09-17 09:19:49,990 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 09:19:50,208 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:19:50,208 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:19:50,208 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:19:50,208 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:19:50,208 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:19:50,209 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:19:50,209 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:19:50,209 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:19:50,210 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:19:50,211 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:19:50,218 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 09:19:50,219 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 09:19:50,219 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 09:19:50,225 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:50,227 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:50,229 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:50,230 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:50,233 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:50,235 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:50,243 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:19:50,244 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 09:19:50,244 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BetteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
[Header]\r\n2013-09-17 09:20:29,862 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 09:20:30,174 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:20:30,174 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:20:30,174 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:20:30,174 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:20:30,174 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:20:30,174 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:20:30,175 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:20:30,175 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:20:30,175 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:20:30,176 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:20:30,183 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 09:20:30,184 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 09:20:30,184 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 09:20:30,191 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:20:30,193 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:20:30,195 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:20:30,196 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:20:30,199 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:20:30,202 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:20:30,210 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:20:30,211 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 09:20:30,212 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BetteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 09:20:30,310 [9] INFO  Script 成功加载脚本.
2013-09-17 09:20:30,348 [9] INFO  Script MainScreen display.
[Footer]\r\n[Header]\r\n2013-09-17 09:29:54,440 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 09:29:54,906 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:29:54,906 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:29:54,907 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:29:54,907 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:29:54,907 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:29:54,907 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:29:54,908 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:29:54,908 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:29:54,909 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:29:54,910 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:29:54,920 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 09:29:54,921 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 09:29:54,922 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 09:29:54,930 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:29:54,932 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:29:54,934 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:29:54,936 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:29:54,939 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:29:54,943 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:29:54,953 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:29:54,954 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 09:29:54,955 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BetteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
[Header]\r\n2013-09-17 09:30:31,578 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 09:30:31,867 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:30:31,867 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 09:30:31,867 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:30:31,867 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 09:30:31,868 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:30:31,868 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 09:30:31,868 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:30:31,868 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 09:30:31,869 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:30:31,870 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 09:30:31,880 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 09:30:31,881 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 09:30:31,881 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 09:30:31,889 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:30:31,891 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 09:30:31,894 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
