[Header]\r\n2013-09-17 08:17:28,592 [10] INFO  ThemeSim.ThemeSim TestForm loading...
2013-09-17 14:34:27,731 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 14:34:27,731 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 14:34:27,731 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 14:34:27,731 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 14:34:27,732 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 14:34:27,732 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 14:34:27,732 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 14:34:27,733 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 14:34:27,734 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 14:34:27,745 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 14:34:27,746 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 14:34:27,746 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 14:34:27,797 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:34:27,809 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:34:27,822 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:34:27,834 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:34:27,848 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:34:27,860 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:34:27,873 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img主菜单' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:34:27,877 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt时间' -> ThemeSim.ThemeSettings.TextSetting
2013-09-17 14:34:27,878 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt日期' -> ThemeSim.ThemeSettings.TextSetting
2013-09-17 14:34:27,897 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:34:27,900 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 14:34:27,900 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BatteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 14:34:28,039 [9] INFO  Script 成功加载脚本.
2013-09-17 14:34:28,900 [9] INFO  Script X:239, Y:287
2013-09-17 14:34:28,902 [9] INFO  Script X:238, Y:287
2013-09-17 14:34:28,904 [9] INFO  Script X:237, Y:287
2013-09-17 14:34:28,907 [9] INFO  Script X:236, Y:287
2013-09-17 14:34:28,910 [9] INFO  Script X:235, Y:287
2013-09-17 14:34:28,912 [9] INFO  Script X:234, Y:287
2013-09-17 14:34:28,917 [9] INFO  Script X:233, Y:288
2013-09-17 14:34:28,921 [9] INFO  Script X:232, Y:288
2013-09-17 14:34:28,924 [9] INFO  Script X:231, Y:288
2013-09-17 14:34:28,937 [9] INFO  Script X:231, Y:289
2013-09-17 14:34:28,942 [9] INFO  Script X:230, Y:289
2013-09-17 14:34:28,956 [9] INFO  Script X:229, Y:289
2013-09-17 14:34:28,965 [9] INFO  Script X:229, Y:290
2013-09-17 14:34:28,967 [9] INFO  Script X:228, Y:290
2013-09-17 14:34:28,973 [9] INFO  Script X:227, Y:290
2013-09-17 14:34:28,979 [9] INFO  Script X:225, Y:291
2013-09-17 14:34:28,983 [9] INFO  Script X:224, Y:291
2013-09-17 14:34:28,990 [9] INFO  Script X:223, Y:292
2013-09-17 14:34:28,992 [9] INFO  Script X:222, Y:292
2013-09-17 14:34:28,994 [9] INFO  Script X:221, Y:292
2013-09-17 14:34:28,996 [9] INFO  Script X:220, Y:292
2013-09-17 14:34:28,999 [9] INFO  Script X:219, Y:292
2013-09-17 14:34:29,004 [9] INFO  Script X:218, Y:292
2013-09-17 14:34:29,006 [9] INFO  Script X:217, Y:293
2013-09-17 14:34:29,008 [9] INFO  Script X:216, Y:293
2013-09-17 14:34:29,012 [9] INFO  Script X:215, Y:294
2013-09-17 14:34:29,022 [9] INFO  Script X:213, Y:295
2013-09-17 14:34:29,540 [9] INFO  Script X:175, Y:300
2013-09-17 14:34:29,770 [9] INFO  Script X:137, Y:301
2013-09-17 14:34:30,006 [9] INFO  Script X:99, Y:301
2013-09-17 14:34:30,357 [9] INFO  Script X:61, Y:302
2013-09-17 14:34:31,510 [9] INFO  Script X:23, Y:300
2013-09-17 14:34:31,520 [9] INFO  Script X:23, Y:300
2013-09-17 14:34:31,521 [9] INFO  Script X:22, Y:300
2013-09-17 14:34:31,533 [9] INFO  Script X:21, Y:300
2013-09-17 14:34:31,534 [9] INFO  Script X:20, Y:300
2013-09-17 14:34:31,555 [9] INFO  Script X:19, Y:300
2013-09-17 14:34:31,558 [9] INFO  Script X:18, Y:300
2013-09-17 14:34:31,562 [9] INFO  Script X:17, Y:300
2013-09-17 14:34:31,579 [9] INFO  Script X:16, Y:300
2013-09-17 14:34:31,590 [9] INFO  Script X:15, Y:300
2013-09-17 14:34:31,598 [9] INFO  Script X:14, Y:300
2013-09-17 14:34:31,605 [9] INFO  Script X:13, Y:300
2013-09-17 14:34:31,628 [9] INFO  Script X:12, Y:300
2013-09-17 14:34:31,638 [9] INFO  Script X:11, Y:300
2013-09-17 14:34:31,657 [9] INFO  Script X:10, Y:300
2013-09-17 14:34:31,921 [9] INFO  Script X:11, Y:300
2013-09-17 14:34:31,940 [9] INFO  Script X:12, Y:300
2013-09-17 14:34:31,995 [9] INFO  Script X:13, Y:300
2013-09-17 14:34:32,011 [9] INFO  Script X:14, Y:300
2013-09-17 14:34:32,012 [9] INFO  Script X:14, Y:301
2013-09-17 14:34:32,014 [9] INFO  Script X:15, Y:301
2013-09-17 14:34:32,016 [9] INFO  Script X:16, Y:301
2013-09-17 14:34:32,032 [9] INFO  Script X:17, Y:301
2013-09-17 14:34:32,038 [9] INFO  Script X:18, Y:301
2013-09-17 14:34:32,043 [9] INFO  Script X:19, Y:301
2013-09-17 14:34:32,049 [9] INFO  Script X:20, Y:301
2013-09-17 14:34:32,053 [9] INFO  Script X:21, Y:301
2013-09-17 14:34:32,055 [9] INFO  Script X:21, Y:302
2013-09-17 14:34:32,062 [9] INFO  Script X:22, Y:302
2013-09-17 14:34:32,065 [9] INFO  Script X:23, Y:302
2013-09-17 14:34:32,067 [9] INFO  Script X:24, Y:303
2013-09-17 14:34:32,554 [9] INFO  Script X:62, Y:307
2013-09-17 14:34:33,138 [9] INFO  Script X:100, Y:307
2013-09-17 14:34:33,400 [9] INFO  Script X:138, Y:306
2013-09-17 14:34:33,680 [9] INFO  Script X:176, Y:305
2013-09-17 14:34:34,128 [9] INFO  Script X:175, Y:305
2013-09-17 14:34:34,742 [9] INFO  Script X:137, Y:304
2013-09-17 14:34:35,136 [9] INFO  Script X:99, Y:304
2013-09-17 14:34:35,651 [9] INFO  Script X:61, Y:305
2013-09-17 14:34:40,661 [9] INFO  Script X:59, Y:273
2013-09-17 14:34:40,666 [9] INFO  Script X:60, Y:272
2013-09-17 14:34:40,668 [9] INFO  Script X:60, Y:271
2013-09-17 14:34:40,669 [9] INFO  Script X:61, Y:269
2013-09-17 14:34:40,677 [9] INFO  Script X:61, Y:268
2013-09-17 14:34:40,679 [9] INFO  Script X:63, Y:267
2013-09-17 14:34:40,681 [9] INFO  Script X:63, Y:266
2013-09-17 14:34:40,683 [9] INFO  Script X:63, Y:265
2013-09-17 14:34:40,685 [9] INFO  Script X:63, Y:264
2013-09-17 14:34:40,689 [9] INFO  Script X:63, Y:263
2013-09-17 14:34:40,690 [9] INFO  Script X:63, Y:262
2013-09-17 14:34:40,693 [9] INFO  Script X:65, Y:261
2013-09-17 14:34:40,695 [9] INFO  Script X:65, Y:260
2013-09-17 14:34:40,697 [9] INFO  Script X:67, Y:259
2013-09-17 14:34:40,701 [9] INFO  Script X:68, Y:257
2013-09-17 14:34:40,703 [9] INFO  Script X:68, Y:256
2013-09-17 14:34:40,705 [9] INFO  Script X:68, Y:254
2013-09-17 14:34:40,707 [9] INFO  Script X:70, Y:252
2013-09-17 14:34:40,882 [9] INFO  Script X:179, Y:169
2013-09-17 14:34:40,886 [9] INFO  Script X:181, Y:168
2013-09-17 14:34:40,886 [9] INFO  Script X:183, Y:166
2013-09-17 14:34:40,888 [9] INFO  Script X:186, Y:165
2013-09-17 14:34:40,890 [9] INFO  Script X:188, Y:164
2013-09-17 14:34:40,892 [9] INFO  Script X:188, Y:163
2013-09-17 14:34:40,894 [9] INFO  Script X:191, Y:162
2013-09-17 14:34:40,896 [9] INFO  Script X:192, Y:160
2013-09-17 14:34:40,898 [9] INFO  Script X:195, Y:159
2013-09-17 14:34:40,903 [9] INFO  Script X:196, Y:159
2013-09-17 14:34:40,906 [9] INFO  Script X:201, Y:156
2013-09-17 14:34:40,911 [9] INFO  Script X:205, Y:153
2013-09-17 14:34:40,915 [9] INFO  Script X:207, Y:151
2013-09-17 14:34:40,919 [9] INFO  Script X:210, Y:148
2013-09-17 14:34:40,922 [9] INFO  Script X:213, Y:147
2013-09-17 14:34:40,925 [9] INFO  Script X:216, Y:145
2013-09-17 14:34:40,928 [9] INFO  Script X:218, Y:144
2013-09-17 14:34:40,929 [9] INFO  Script X:218, Y:143
2013-09-17 14:34:40,930 [9] INFO  Script X:219, Y:142
2013-09-17 14:34:40,932 [9] INFO  Script X:221, Y:141
2013-09-17 14:34:40,934 [9] INFO  Script X:222, Y:140
2013-09-17 14:34:40,936 [9] INFO  Script X:223, Y:140
2013-09-17 14:34:40,938 [9] INFO  Script X:224, Y:139
2013-09-17 14:34:40,940 [9] INFO  Script X:225, Y:138
2013-09-17 14:34:40,942 [9] INFO  Script X:225, Y:137
2013-09-17 14:34:40,944 [9] INFO  Script X:225, Y:136
2013-09-17 14:34:40,946 [9] INFO  Script X:227, Y:135
2013-09-17 14:34:40,948 [9] INFO  Script X:228, Y:135
2013-09-17 14:34:40,950 [9] INFO  Script X:229, Y:134
2013-09-17 14:34:40,952 [9] INFO  Script X:229, Y:133
2013-09-17 14:34:40,954 [9] INFO  Script X:230, Y:131
2013-09-17 14:34:40,956 [9] INFO  Script X:230, Y:130
2013-09-17 14:34:40,958 [9] INFO  Script X:231, Y:130
2013-09-17 14:34:40,960 [9] INFO  Script X:232, Y:129
2013-09-17 14:34:40,962 [9] INFO  Script X:233, Y:128
2013-09-17 14:34:40,964 [9] INFO  Script X:233, Y:127
2013-09-17 14:34:40,965 [9] INFO  Script X:234, Y:126
2013-09-17 14:34:40,968 [9] INFO  Script X:235, Y:125
2013-09-17 14:34:40,972 [9] INFO  Script X:236, Y:123
2013-09-17 14:34:40,974 [9] INFO  Script X:236, Y:122
2013-09-17 14:34:40,976 [9] INFO  Script X:237, Y:121
2013-09-17 14:34:40,978 [9] INFO  Script X:238, Y:120
[Footer]\r\n[Header]\r\n2013-09-17 14:35:07,238 [9] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 14:35:07,536 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 14:35:07,536 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 14:35:07,536 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 14:35:07,537 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 14:35:07,537 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 14:35:07,537 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 14:35:07,537 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 14:35:07,537 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 14:35:07,538 [9] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 14:35:07,539 [9] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 14:35:07,549 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 14:35:07,550 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 14:35:07,550 [9] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 14:35:07,590 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:07,602 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:07,613 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:07,624 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:07,637 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:07,650 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:07,663 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img主菜单' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:07,667 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt时间' -> ThemeSim.ThemeSettings.TextSetting
2013-09-17 14:35:07,668 [9] INFO  ThemeSim.ThemeSimulator Load Control 'txt日期' -> ThemeSim.ThemeSettings.TextSetting
2013-09-17 14:35:07,687 [9] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:07,689 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 14:35:07,689 [9] INFO  ThemeSim.ThemeSimulator Load Screen 'BatteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 14:35:07,833 [9] INFO  Script 成功加载脚本.
2013-09-17 14:35:08,659 [9] INFO  Script X:206, Y:319
2013-09-17 14:35:09,121 [9] INFO  Script X:175, Y:305
2013-09-17 14:35:09,399 [9] INFO  Script X:137, Y:304
2013-09-17 14:35:09,566 [9] INFO  Script X:98, Y:304
2013-09-17 14:35:09,855 [9] INFO  Script X:61, Y:306
2013-09-17 14:35:11,126 [9] INFO  Script X:62, Y:307
2013-09-17 14:35:11,756 [9] INFO  Script X:61, Y:308
2013-09-17 14:35:13,605 [9] INFO  Script X:62, Y:306
2013-09-17 14:35:14,136 [9] INFO  Script X:61, Y:304
2013-09-17 14:35:14,847 [9] INFO  Script X:62, Y:304
2013-09-17 14:35:16,090 [9] INFO  Script X:100, Y:303
2013-09-17 14:35:16,833 [9] INFO  Script X:138, Y:301
2013-09-17 14:35:17,573 [9] INFO  Script X:176, Y:300
2013-09-17 14:35:18,972 [9] INFO  Script X:175, Y:302
2013-09-17 14:35:19,180 [9] INFO  Script X:137, Y:305
2013-09-17 14:35:19,309 [9] INFO  Script X:99, Y:305
2013-09-17 14:35:19,559 [9] INFO  Script X:61, Y:304
2013-09-17 14:35:21,147 [9] INFO  Script X:62, Y:299
2013-09-17 14:35:21,212 [9] INFO  Script X:100, Y:281
2013-09-17 14:35:21,228 [9] INFO  Script X:108, Y:273
2013-09-17 14:35:21,233 [9] INFO  Script X:109, Y:269
2013-09-17 14:35:21,235 [9] INFO  Script X:111, Y:268
2013-09-17 14:35:21,237 [9] INFO  Script X:112, Y:266
2013-09-17 14:35:21,239 [9] INFO  Script X:113, Y:265
2013-09-17 14:35:21,241 [9] INFO  Script X:114, Y:262
2013-09-17 14:35:21,245 [9] INFO  Script X:115, Y:260
2013-09-17 14:35:21,247 [9] INFO  Script X:116, Y:258
2013-09-17 14:35:21,249 [9] INFO  Script X:117, Y:256
2013-09-17 14:35:21,251 [9] INFO  Script X:119, Y:254
2013-09-17 14:35:21,253 [9] INFO  Script X:120, Y:252
2013-09-17 14:35:21,319 [9] INFO  Script X:179, Y:159
2013-09-17 14:35:21,322 [9] INFO  Script X:181, Y:156
2013-09-17 14:35:21,323 [9] INFO  Script X:184, Y:154
2013-09-17 14:35:21,325 [9] INFO  Script X:186, Y:152
2013-09-17 14:35:21,327 [9] INFO  Script X:187, Y:150
2013-09-17 14:35:21,329 [9] INFO  Script X:189, Y:146
2013-09-17 14:35:21,331 [9] INFO  Script X:191, Y:144
2013-09-17 14:35:21,333 [9] INFO  Script X:194, Y:141
2013-09-17 14:35:21,335 [9] INFO  Script X:197, Y:139
2013-09-17 14:35:21,338 [9] INFO  Script X:198, Y:136
2013-09-17 14:35:21,339 [9] INFO  Script X:200, Y:134
2013-09-17 14:35:21,341 [9] INFO  Script X:202, Y:131
2013-09-17 14:35:21,343 [9] INFO  Script X:204, Y:129
2013-09-17 14:35:21,345 [9] INFO  Script X:206, Y:128
2013-09-17 14:35:21,347 [9] INFO  Script X:207, Y:126
2013-09-17 14:35:21,349 [9] INFO  Script X:209, Y:124
2013-09-17 14:35:21,351 [9] INFO  Script X:210, Y:122
2013-09-17 14:35:21,354 [9] INFO  Script X:212, Y:120
2013-09-17 14:35:21,355 [9] INFO  Script X:214, Y:118
2013-09-17 14:35:21,357 [9] INFO  Script X:214, Y:117
2013-09-17 14:35:21,359 [9] INFO  Script X:216, Y:115
2013-09-17 14:35:21,361 [9] INFO  Script X:217, Y:114
2013-09-17 14:35:21,363 [9] INFO  Script X:219, Y:112
2013-09-17 14:35:21,365 [9] INFO  Script X:219, Y:111
2013-09-17 14:35:21,367 [9] INFO  Script X:220, Y:111
2013-09-17 14:35:21,370 [9] INFO  Script X:222, Y:109
2013-09-17 14:35:21,371 [9] INFO  Script X:222, Y:108
2013-09-17 14:35:21,373 [9] INFO  Script X:223, Y:106
2013-09-17 14:35:21,375 [9] INFO  Script X:224, Y:106
2013-09-17 14:35:21,377 [9] INFO  Script X:225, Y:105
2013-09-17 14:35:21,379 [9] INFO  Script X:226, Y:103
2013-09-17 14:35:21,385 [9] INFO  Script X:227, Y:102
2013-09-17 14:35:21,386 [9] INFO  Script X:227, Y:101
2013-09-17 14:35:21,388 [9] INFO  Script X:228, Y:100
2013-09-17 14:35:21,390 [9] INFO  Script X:229, Y:99
2013-09-17 14:35:21,392 [9] INFO  Script X:229, Y:98
2013-09-17 14:35:21,394 [9] INFO  Script X:230, Y:98
2013-09-17 14:35:21,396 [9] INFO  Script X:231, Y:96
2013-09-17 14:35:21,399 [9] INFO  Script X:232, Y:95
2013-09-17 14:35:21,400 [9] INFO  Script X:233, Y:94
2013-09-17 14:35:21,402 [9] INFO  Script X:233, Y:93
2013-09-17 14:35:21,404 [9] INFO  Script X:234, Y:92
2013-09-17 14:35:21,406 [9] INFO  Script X:236, Y:91
2013-09-17 14:35:21,408 [9] INFO  Script X:237, Y:89
2013-09-17 14:35:21,410 [9] INFO  Script X:238, Y:88
2013-09-17 14:35:21,412 [9] INFO  Script X:239, Y:87
[Footer]\r\n[Header]\r\n2013-09-17 14:35:35,459 [10] INFO  ThemeSim.ThemeSimulator TestForm loading...
2013-09-17 14:35:35,763 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 14:35:35,763 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.TextSetting -> ThemeSim.ThemeElements.TextControl.
2013-09-17 14:35:35,765 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 14:35:35,765 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageSetting -> ThemeSim.ThemeElements.ImageControl.
2013-09-17 14:35:35,766 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 14:35:35,767 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ScreenSetting -> ThemeSim.ThemeElements.ScreenControl.
2013-09-17 14:35:35,767 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 14:35:35,768 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageContainerResourcesSetting -> ThemeSim.ThemeElements.ImageContainerResources.
2013-09-17 14:35:35,770 [10] INFO  ThemeSim.ThemeElements.ThemeElement Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 14:35:35,772 [10] INFO  ThemeSim.ThemeElements.ThemeElement Successful Regist ThemeSim.ThemeSettings.ImageDirectoryResourcesSetting -> ThemeSim.ThemeElements.ImageDirectoryResources.
2013-09-17 14:35:35,785 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2a' -> ./c100dts2a
2013-09-17 14:35:35,785 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'c100dts2b' -> ./c100dts2b
2013-09-17 14:35:35,786 [10] INFO  ThemeSim.ThemeSimulator Load Resource 'battery' -> ./battery
2013-09-17 14:35:35,826 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电池' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:35,837 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img左箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:35,849 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img右箭头' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:35,860 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img大选择框' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:35,873 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:35,885 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img图标Bar' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:35,897 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img主菜单' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:35,902 [10] INFO  ThemeSim.ThemeSimulator Load Control 'txt时间' -> ThemeSim.ThemeSettings.TextSetting
2013-09-17 14:35:35,902 [10] INFO  ThemeSim.ThemeSimulator Load Control 'txt日期' -> ThemeSim.ThemeSettings.TextSetting
2013-09-17 14:35:35,922 [10] INFO  ThemeSim.ThemeSimulator Load Control 'img电量' -> ThemeSim.ThemeSettings.ImageSetting
2013-09-17 14:35:35,924 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'MainScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 14:35:35,924 [10] INFO  ThemeSim.ThemeSimulator Load Screen 'BatteryScreen' -> ThemeSim.ThemeSettings.ScreenSetting
2013-09-17 14:35:36,058 [10] INFO  Script 成功加载脚本.
2013-09-17 14:35:36,670 [10] INFO  Script X:195, Y:319
2013-09-17 14:35:36,708 [10] INFO  Script X:150, Y:302
2013-09-17 14:35:36,802 [10] INFO  Script X:113, Y:293
2013-09-17 14:35:36,899 [10] INFO  Script X:75, Y:297
2013-09-17 14:35:37,201 [10] INFO  Script X:37, Y:307
2013-09-17 14:35:37,777 [10] INFO  Script X:38, Y:308
2013-09-17 14:35:37,783 [10] INFO  Script X:39, Y:308
2013-09-17 14:35:37,790 [10] INFO  Script X:40, Y:308
2013-09-17 14:35:37,792 [10] INFO  Script X:41, Y:308
2013-09-17 14:35:37,801 [10] INFO  Script X:42, Y:308
2013-09-17 14:35:37,815 [10] INFO  Script X:43, Y:308
2013-09-17 14:35:37,818 [10] INFO  Script X:44, Y:308
2013-09-17 14:35:37,824 [10] INFO  Script X:45, Y:308
2013-09-17 14:35:37,848 [10] INFO  Script X:46, Y:308
2013-09-17 14:35:37,865 [10] INFO  Script X:48, Y:308
2013-09-17 14:35:37,874 [10] INFO  Script X:49, Y:308
2013-09-17 14:35:37,881 [10] INFO  Script X:50, Y:308
2013-09-17 14:35:37,890 [10] INFO  Script X:50, Y:307
2013-09-17 14:35:37,904 [10] INFO  Script X:51, Y:307
2013-09-17 14:35:37,931 [10] INFO  Script X:52, Y:307
2013-09-17 14:35:37,952 [10] INFO  Script X:53, Y:307
2013-09-17 14:35:37,962 [10] INFO  Script X:54, Y:307
2013-09-17 14:35:37,969 [10] INFO  Script X:55, Y:307
2013-09-17 14:35:37,984 [10] INFO  Script X:56, Y:307
2013-09-17 14:35:37,991 [10] INFO  Script X:57, Y:307
2013-09-17 14:35:37,999 [10] INFO  Script X:57, Y:306
2013-09-17 14:35:38,035 [10] INFO  Script X:58, Y:306
2013-09-17 14:35:38,058 [10] INFO  Script X:59, Y:306
2013-09-17 14:35:38,074 [10] INFO  Script X:60, Y:306
2013-09-17 14:35:38,076 [10] INFO  Script X:61, Y:306
